draft_number,years_education,income
153,13,8411.587
331,16,107049.9
335,15,76915.77
340,13,39206.02
224,13,54723.51
271,16,42144.76
197,13,51805.13
270,12,47951.09
338,17,141201
149,16,96506.62
33,15,50598.01
4,16,81709.63
107,16,63881.27
300,16,137983.6
282,13,25385.77
209,10,48966.88
113,16,135871
361,15,60191.67
227,15,30614.1
186,15,82102.24
62,17,161447.6
276,13,67579.28
317,13,37879.57
139,15,114676.9
330,15,30406.85
264,15,27725.87
199,14,30300.62
112,15,128747.8
90,16,91312.9
43,20,125510
85,18,97588.95
66,13,25760.42
201,19,74116.74
334,12,19032.74
171,17,77977.98
225,14,54668.91
339,14,93307.55
253,12,75585.05
331,10,46570.63
7,21,43177.43
40,20,59048.15
248,13,16728.77
30,16,30018.73
104,16,80035.72
74,19,74796.58
257,15,96009.72
90,15,46438.93
186,14,52757.29
243,10,21066.97
81,18,117904.1
343,17,68875.05
251,15,76772.28
211,15,43789.66
286,16,88932.56
178,18,69471.82
31,19,85978.81
225,15,50096.1
173,14,57537.43
164,13,66694.63
67,13,50905.96
156,12,42137.03
261,15,67778.93
285,17,98794.09
100,17,91101.52
313,10,18362.14
194,16,99837.55
3,16,54881.28
328,11,61615.94
158,12,62613.34
365,16,114717.4
303,17,68340.67
108,14,22976.11
224,16,71780.51
225,19,90894.72
67,19,126604.1
57,13,37854.98
42,17,54807.84
122,15,81508.02
286,15,61497.95
180,17,43057.89
148,14,40778.44
48,18,44308.8
194,18,88719.11
360,15,17366.82
268,15,90109.37
341,13,64513.14
74,20,35232.64
91,17,92732.13
344,15,67328.46
203,11,41550.52
98,15,35770.32
357,11,57035.11
329,12,22235.86
53,18,35248.78
169,15,59642.54
134,16,91497.29
204,12,46112.55
358,13,32967.61
298,13,68546.69
297,14,42943.14
147,16,63317.27
2,18,17197.71
25,18,50108.64
37,15,63186.69
360,16,93933.26
349,15,40414.84
267,14,50425.82
7,15,41996.31
116,12,59596.75
251,12,36415.84
174,14,71010.8
347,17,86497.84
13,16,50927.88
268,17,97006.35
8,14,25414.39
273,13,100251.1
292,16,104446.6
262,15,62518.57
34,16,130832
200,18,111598
144,14,33499.77
122,16,82479.51
149,16,92937.92
137,13,35393.07
207,16,37188.31
344,15,48645.29
344,13,63152.42
106,16,113401.7
211,18,84627.42
232,18,42562.26
347,12,75224.34
86,14,75542.61
49,17,63444.12
122,16,67032.97
44,13,46037.6
261,13,81514.71
155,16,87991.79
136,12,617.2856
205,15,53446.02
330,14,65204.4
168,15,98025.76
349,11,30108.04
25,14,68780.06
223,14,66265.45
156,14,78212.73
106,11,74075.38
334,11,65457.2
334,18,58194.16
277,15,74487.09
178,18,89805.95
332,17,117167.4
27,12,31568.02
175,17,34613.24
235,15,99028.75
149,12,56089.09
251,14,49096.08
314,14,73297.95
218,12,16526.75
260,15,89836.33
170,11,49092.13
30,18,51646.59
195,16,99168.31
276,15,61437.18
213,17,77656.72
320,12,33413.75
297,18,38248.9
217,18,46788.54
223,15,102557.9
284,16,62701.32
274,14,26406.14
122,16,50400.34
117,20,98543.63
152,11,20629.31
314,17,64816.37
224,15,39015.43
316,13,72689.7
256,12,46049.57
186,11,36178.89
143,16,50397.51
102,16,100838.8
311,17,41323.54
179,14,74631.58
240,15,80801.23
234,15,43391.81
73,17,67184.53
314,18,92060.01
32,19,78809.15
32,13,37096.32
332,13,39797.27
227,12,47478.67
45,20,49377.67
358,12,42225.03
338,10,43122.26
275,14,76525.56
61,15,88920.92
175,15,90881.78
271,11,21927.05
42,16,68850.36
275,13,55113.63
325,14,89395.45
338,15,112239.2
306,15,35710.98
192,12,37570.93
327,14,34724.94
80,20,170627.3
43,19,66336.09
242,15,46456.3
88,18,65208.58
51,14,70423.63
282,13,51573.38
184,13,44385.86
205,15,116926.7
2,16,58548.54
136,18,75290.59
179,15,66669.44
181,18,113016.6
291,13,57412.1
173,15,53386.37
230,11,50205.71
290,17,9653.784
355,16,64970.44
126,14,15746.84
76,20,126579.9
83,17,90951.38
192,11,37636.24
51,14,24920.09
89,17,89522.72
74,15,55882.17
158,12,43458.85
250,16,54772.79
146,10,26326.9
103,20,30097.43
340,15,83003.2
5,20,44863.5
172,13,52639.21
3,18,134167.1
342,13,101669.8
214,18,60510.54
40,18,92279.46
166,12,59007.31
78,14,46598.83
190,18,75608.21
361,15,56395.89
178,17,70394.23
362,15,55814.79
175,18,71590.82
102,17,59787.98
41,17,73723.05
116,17,31982.28
60,14,38125.88
123,15,50838.92
256,15,83766.18
289,18,85727.35
337,17,85045.12
350,14,48237.91
129,16,35123.36
50,19,82875.95
47,21,145627.7
307,12,44874.09
137,13,75007.57
11,17,75216.48
22,14,57815.63
21,15,51829.41
307,11,40794.56
123,14,49539.33
202,15,25613.66
252,16,84930.23
67,20,62360.55
79,18,106094.9
23,19,52698.93
228,15,85009.52
179,15,29485.52
110,14,83784.7
54,21,85148.47
116,10,50405.98
226,14,104728.4
74,19,23976.08
213,11,78125.53
175,15,71761.13
307,12,71466.86
186,14,56621.21
57,17,86655.62
203,12,31832.13
322,15,41521.38
288,14,87359.17
199,13,60910.96
202,10,54291.39
150,11,38514.68
146,14,37344.04
301,14,79567.2
310,14,97100.45
268,12,60956.38
5,17,89781.46
10,18,117654.6
114,14,37520.43
361,18,101791
307,17,65331.18
183,16,71037.78
177,16,75363.96
10,15,47144.03
279,14,46839.08
238,14,29691.33
24,19,78787.52
149,13,43579
319,14,37987.47
107,16,111826.3
6,16,84777.2
354,11,44584.83
80,15,54017.96
179,17,145399.1
361,18,76169.02
225,11,55101.3
87,15,86622.81
203,12,36130.46
170,16,90798.84
181,13,77808.24
262,15,23115.23
332,13,106358.7
58,17,124467.9
323,11,60830.41
192,15,69311.95
37,16,72902.54
245,14,52952.87
147,16,48015.76
126,13,70392.66
306,17,118366.1
333,13,84972.16
36,15,39446.71
51,21,80578.15
6,18,50953.2
329,14,60841.24
326,11,51603.91
77,18,126148.5
105,12,50046.01
193,14,43215.2
78,12,16231.73
97,14,63791.54
205,13,34228.68
127,15,20944.04
74,18,85149.03
173,12,60885.49
154,11,47512.75
252,14,58723.97
268,16,0
45,17,103046.2
198,14,48502.94
212,14,74976.45
214,17,75300.54
14,21,84003.17
83,16,63960.75
270,14,68526.55
54,14,50282.08
120,15,92565.88
230,17,106316.1
270,12,53190.9
161,13,46239.57
46,14,55562.44
217,20,84913.16
304,14,66401.35
53,16,52256.51
121,15,21040.69
222,16,38628.43
346,13,42773.57
101,17,53788.57
221,14,51925.9
216,14,63726.94
250,15,76514.41
361,13,38862
243,18,108992.5
156,17,83244.49
55,22,149292.7
271,12,49129.9
334,11,21696.53
142,16,54614.07
38,15,79185.59
86,12,21081.82
233,12,30628.11
103,15,86244.52
48,18,74584.88
292,15,73382.01
339,16,50593.93
199,14,37941.05
68,21,118099
55,18,52444.51
175,15,87667.98
208,16,100599.6
109,13,20148.62
263,15,79110.27
97,12,49938.65
21,16,19508.43
148,15,83365.55
43,18,86257.52
38,17,80153.94
185,15,61991.18
149,14,77286.11
320,14,13728.34
145,14,37879.71
29,19,96447.06
96,15,109122.8
283,15,21184.73
326,13,71630.11
262,18,73861.84
230,17,97546.38
355,15,45476.19
310,16,116908.3
89,13,63171.32
310,14,6300.789
91,14,51569.64
241,13,83442.56
251,16,108039.4
224,14,76945.85
358,10,31053.79
120,18,111827.8
278,12,57663.52
110,14,67733.16
25,18,73181.72
4,15,12613.23
7,16,35397.52
152,11,66938.66
263,12,96328.73
49,16,63843.82
256,19,104905.5
229,17,57086.88
232,17,46122.71
88,13,74720.72
232,12,24403.67
36,13,45306.57
241,18,71436.52
227,13,85691.2
257,10,31044.67
332,12,32420.51
144,14,71094.74
185,14,70446.88
122,16,66035.7
240,15,9987.602
316,15,87301.18
295,15,53904.34
147,15,68362.63
320,11,59248.3
97,15,78786.34
118,17,77171.99
312,15,86489.81
89,12,0
120,16,74624.23
217,15,27056.79
190,15,66907.22
359,12,43219.77
282,16,84105.73
107,13,0
182,17,63958.83
251,13,96041.56
217,17,87382.55
313,14,61966.86
243,17,61375.43
254,11,61933.7
2,17,27827.79
143,13,32226.23
31,15,63100.1
351,14,121859.7
165,14,12488.42
183,15,61704.99
43,20,35006.02
333,19,85348.59
298,16,105920.2
33,17,16608.96
298,15,75388.2
137,16,58540.37
268,13,35828.81
278,16,17662.22
153,13,92657.06
341,13,47617.32
37,17,83753.58
250,13,88093.63
287,16,62959.8
16,13,58678.62
27,18,74387.55
190,14,162651
76,14,35053.23
322,15,35469.18
140,14,59641.43
206,11,38621.55
326,13,9081.561
224,13,105917.8
155,16,111614.9
181,14,31377.4
287,13,56593.07
98,12,79873.69
84,15,58167.26
178,13,56206.84
14,19,131130.2
35,15,34463.19
333,16,116493
108,17,65499.53
261,19,22003.29
167,13,37475.82
301,15,45764.89
166,13,65075.68
94,16,66850.63
285,12,49113.86
333,15,49033.04
34,13,32577.77
307,11,28263.75
170,16,84461.77
315,14,39743.75
19,19,59900.41
247,15,53116.68
79,17,35183.2
297,19,62688.48
214,18,107057
240,14,63048.18
33,20,87940.47
184,16,68653.86
74,16,108894.8
163,14,72298.18
276,12,36951.9
109,13,83162.15
320,14,72535.35
365,16,36099.01
171,16,82996.17
230,17,76315.96
78,19,39402.55
320,17,33055.15
331,17,52070.11
167,14,103807.2
225,13,59709.46
189,12,30606.63
186,17,34832.32
205,16,111286.5
268,14,110878.2
45,16,113715.9
32,20,116473.6
170,17,56526.22
75,18,84471.02
267,15,69931.09
264,15,73878.96
151,13,88960.68
348,18,107945
362,13,58815.5
138,13,59816.62
52,13,73395.59
63,20,92315.38
136,16,75213.01
24,16,14741.18
159,14,75327.55
21,19,63045.9
327,13,58379.12
27,17,67596.89
89,17,29627.81
237,14,33238.32
358,13,68687.83
288,14,86822.2
333,16,97275.76
270,15,22085.62
292,16,83929.13
228,16,90774.75
290,10,30383.15
189,12,58629.98
151,12,47918.1
302,16,53423.65
121,12,35227.12
212,12,68396.42
151,16,71179.4
103,14,77291.41
61,17,45835.7
126,16,66050
331,13,72438.58
135,15,21464.33
230,11,21168.51
176,13,41651.86
362,16,31798.46
247,12,37650.41
96,15,80683.98
100,13,10230.93
279,16,75934.41
169,13,59127.39
82,18,81192.29
225,16,31037.03
329,17,37733.03
191,12,40188.34
2,15,50858.72
343,17,113548.5
188,13,71299.33
254,17,121657.6
201,17,98146.88
94,11,49125.6
215,17,22348.71
268,16,19398.48
93,16,84073.61
169,14,44604.46
343,16,8737.998
61,17,53912
148,16,52066.66
140,14,52447.24
237,15,65979.05
163,16,49558.59
114,14,57127.6
240,13,61000.97
293,14,58587.21
320,18,64591.85
76,18,55517.31
161,16,53279.65
142,15,28159.01
81,12,39051.88
234,13,61168.1
325,13,40908.11
137,12,48548.41
141,16,97515.73
69,19,112380.2
43,20,39769.96
135,11,59336.13
272,15,78273.7
142,16,58917.14
59,18,74361.65
186,11,80018.25
26,19,106629.6
7,19,4875.187
50,16,87804.41
326,15,68512.83
321,18,79829.91
200,12,47441.39
180,13,65823.09
32,19,127208
134,16,65354.19
343,11,39604.23
343,14,89499.92
130,12,6528.207
292,14,18966.74
213,11,61156.82
124,15,61769.82
223,11,68527.87
83,10,54999.01
27,17,85104.66
339,14,63509.83
345,18,26598.79
170,18,21003.67
76,13,40171.82
280,10,23168.05
270,14,69204.12
148,15,77281.4
42,15,61692.02
258,15,99017.06
337,16,88486.05
168,14,57647.3
99,11,70617.21
313,13,93192.53
347,14,42837.41
338,13,33850.92
250,17,61899.63
123,15,23633.69
278,16,40590.74
358,16,66836.61
223,16,30975.2
166,18,55556.1
311,13,28892.79
284,12,74855.76
41,18,77282.41
290,11,22462.78
86,15,101538.8
302,14,68213.76
168,15,97355.26
105,18,132936
242,15,46716.95
357,13,56413.83
161,12,72218.96
346,10,5673.149
247,11,31641.1
272,15,78053.42
126,16,85900.53
271,17,54645.8
211,14,24071.03
178,17,45375.39
201,12,50465.56
88,10,33654.79
279,9,16337.73
211,11,41980.57
102,13,36380.1
38,15,70227.28
282,12,55934.84
69,12,9173.585
353,15,82372.86
221,14,23496.98
75,15,37092.96
275,15,86903.23
255,11,32976.65
175,17,90046.95
361,16,124289.6
252,16,105947.4
292,17,75980.27
1,17,32418.87
211,13,93463.03
5,16,32992.3
210,17,19102.56
90,15,69720.7
49,15,101260.1
309,20,85541.88
67,19,68389.55
51,18,110777.5
141,14,106085
184,19,54171.57
173,14,39610.87
275,16,42958.77
153,10,31119.44
306,12,54459.1
83,15,37180.04
270,15,73098.52
169,16,95051.22
62,16,106371.6
37,14,15498.7
167,15,52946.09
317,16,22960.8
120,13,50936.39
333,16,58739.7
145,14,115778.5
168,11,40593.04
345,15,64491.57
365,16,89258.38
9,16,33074.09
247,16,52283.23
277,12,67486.43
291,14,40757.61
93,14,85013.98
207,15,26340.59
75,18,58433.56
342,15,112866
240,15,26386.43
166,15,32629.78
26,16,47024.88
222,15,109093.4
112,16,103243.3
45,19,37991.64
339,15,80501.72
24,17,43407.78
280,13,84303.17
352,14,66670.24
19,16,50027.92
201,16,154013
161,16,0
100,16,94520.41
234,16,42902.35
356,16,68988.66
314,13,47699.36
247,17,60305.01
290,17,107436
261,16,64024.54
155,12,62499.15
314,13,60656.55
22,16,67128.83
183,16,62528.39
206,12,37572.32
40,15,31050.82
125,12,59449.35
257,15,85542.64
295,15,79605.9
152,14,70602.29
311,14,63929.8
287,14,94340.71
177,15,59742.05
41,17,145494.5
76,17,80270.25
107,10,21041.92
213,13,57623.57
37,16,82603.13
329,12,75328.34
363,15,52610.82
315,12,64419.42
169,15,56241.43
104,14,51885.23
138,14,44283.53
52,17,61365.16
325,14,46444.38
362,15,63748.36
69,18,56543.68
288,14,46568.42
18,16,55228.18
310,12,32736.93
114,15,104639.2
135,13,105429
69,20,79709.45
37,15,66280.6
166,13,50608.8
41,13,69869.41
110,14,39135.76
357,13,39832.57
79,19,145962
155,17,78455.96
23,18,68369.17
215,10,25097.05
311,16,90396.61
214,14,62236.15
89,16,108906.5
336,12,47199.55
357,16,64031.99
129,16,66293.03
89,13,36724.34
127,15,89515.4
57,16,74134.45
360,13,84273.93
22,18,105777.2
185,15,76719.75
93,15,97189.02
45,17,43774.36
185,13,97669.91
117,13,38923.7
19,15,59750.11
176,14,40192.7
269,14,58471
206,17,71975.31
53,17,39940.82
84,16,109940.2
213,13,49285.06
123,12,53551.36
67,17,89740.94
121,13,78192.79
104,15,45853.41
285,14,86771.91
336,16,68175.58
99,16,78669.73
34,16,30602.93
72,16,44096.69
260,14,79983.6
221,16,98103.84
238,17,42639.57
197,15,59168.85
232,14,79733.66
132,17,33454.03
87,17,55531.72
71,17,57401.67
274,19,120970
310,15,73829.41
357,18,77498.29
357,12,31354.69
135,13,37688.13
236,15,79874.78
267,16,58668.84
355,16,10648.24
110,16,154052.8
165,15,27746.34
245,14,46833.79
173,13,29307.43
96,17,90519.3
162,12,50496.46
29,18,67873.43
352,15,35572.88
183,12,21893.42
185,15,86305.13
187,11,55650.65
253,15,76640.17
96,12,33408.85
335,15,26599.83
262,14,33418.63
281,15,105876.1
140,14,86662.97
185,19,159816.4
255,14,0
323,16,93386.67
156,16,66221.6
197,11,44173.55
301,14,63925.17
241,11,37833.25
301,16,54177.91
97,14,48751.03
142,13,35602.57
207,16,67674.09
362,15,38967.07
302,13,37032.34
55,15,51164.21
156,14,30258.56
212,13,50852.18
161,13,37219.04
19,18,107049.2
144,14,61906.16
165,16,76448.7
5,18,29585.73
204,18,87590.14
247,16,145452.5
91,13,54695.05
73,17,118391.6
361,13,39087.21
115,16,76028.84
299,14,60076.04
234,16,29852.03
329,12,19542.51
329,15,71547.56
102,13,37913.08
189,16,117230.8
139,17,82468.97
141,13,86894.77
269,13,17486.78
210,13,39798.79
103,14,76984.3
252,14,72885.51
107,11,61115.37
86,17,55880.69
195,13,10983.5
34,18,50297.35
351,12,8709.517
129,13,80150.34
2,16,53693.89
113,14,47062.54
349,11,52640.61
7,19,36629.76
297,16,5193.297
284,12,45232.11
137,14,42782.77
203,17,69966.55
206,15,91252.56
282,17,49235.36
245,14,74165.7
88,13,36143.14
167,14,17901.86
184,16,101590.4
207,15,49283.98
184,15,64204.39
88,13,20287.85
267,16,43415.92
81,14,45888.51
227,17,94983.89
210,13,53713.67
141,11,55914.82
329,18,57442.17
232,12,64162.74
218,11,32333.55
17,14,38331.72
112,15,70438.77
55,18,61405.91
67,17,83089.58
224,11,50018.08
24,19,66639.85
224,10,17127.31
110,13,81478.52
35,15,74911.95
124,13,81793.63
153,17,96399.63
271,19,141425.4
308,12,28746.97
196,14,39118.05
207,10,54433.9
79,16,95452.6
287,12,49149.3
298,12,62247.99
218,12,27181.89
316,14,39472.2
313,12,53279.06
287,12,72169.68
12,17,65756.44
331,14,39804.82
8,19,95597.9
23,18,57423.3
290,15,202023.9
249,16,78258.01
71,13,52225.65
7,16,43822.28
208,17,69975.45
269,17,102926.5
68,13,50996.5
215,15,62026.78
34,20,103196.3
301,14,6757.947
243,13,45726.61
99,12,58123.39
354,12,0
287,17,33570.39
254,11,55249.55
109,17,110758.1
115,17,54904.79
3,16,67219.04
76,18,23269.33
264,15,74356.57
59,19,90637.53
6,18,126245.8
250,15,8653.291
208,15,72268.99
157,17,95216.89
144,17,75641.66
31,15,19475.89
315,12,41644.37
271,17,120806.6
267,15,68101.54
182,11,60157.91
355,19,65689.37
24,14,43311.85
105,13,75162.46
217,17,97663.73
354,13,82381.44
315,17,59208.79
289,13,49496.55
296,16,57659.22
138,17,55810.22
163,14,83942.81
259,15,71014.51
286,13,49323.78
348,15,82649.63
89,18,50112.45
113,16,34667.4
137,14,58730.51
207,17,68447.81
269,15,41468.46
263,17,74557.8
262,12,24852.38
57,19,84775.55
51,18,110325
331,16,52154.94
69,15,73919.94
303,16,88165
5,21,41394.84
291,18,121112.3
239,17,69311.27
200,12,26167.09
43,20,59401.91
327,10,63040.91
99,13,73557.21
21,12,20729.83
40,19,94481.91
234,17,46000.61
144,16,59537.68
334,13,26124.37
41,16,61366.64
100,15,99787.6
266,16,41458.52
341,11,42132.69
21,15,23087.84
233,17,52259.97
353,17,98992.24
164,16,18356.92
285,16,79811.79
157,18,81037.57
45,19,78881.94
206,18,103039
86,11,50016.68
260,15,74305.98
205,17,123795.7
171,18,97475.29
142,18,132242.4
31,21,85299.75
52,16,78182.27
13,17,81363.4
265,12,24714.03
331,17,18468.48
356,13,65214.59
350,14,53541.37
201,15,79499.47
189,15,67029.79
17,17,50704.88
74,13,30318.7
61,18,74202.11
320,14,66354.03
26,14,41412.13
332,18,24375.53
59,13,42426.57
271,14,51670.93
198,12,45350.63
46,17,48288.29
321,16,65218.95
270,12,61853.78
347,10,25916.66
244,12,12865.96
37,19,111083.6
105,17,99452.95
233,15,19012.58
308,15,80537.05
337,13,74389.88
99,16,44056.31
112,15,34382.22
279,13,83267.16
225,14,80510.9
149,15,133496.5
52,16,104244.1
130,16,53296.87
98,17,74236.96
230,13,80805.48
213,15,68592.41
324,18,64570.26
257,18,62725.25
103,10,38352.29
145,14,84059.32
168,13,54522.44
358,19,91717.61
245,17,82856.88
154,15,29017.65
56,17,104250.4
302,16,76647.91
298,15,50233.16
2,17,100801.7
339,18,71849.3
231,17,45487.48
125,13,67235.62
303,16,36026.68
290,14,15503.48
305,11,49143.16
320,17,92388.7
290,18,55559.94
164,16,32263.66
261,11,25803.46
253,15,110069.2
167,17,70785.63
364,15,41320.07
356,14,66504.02
310,13,42220.21
251,19,62851.89
130,14,60382.99
277,16,50579.3
104,18,78983.95
157,20,102165.6
275,15,64815.2
138,18,64995.53
125,18,71572.68
312,12,60669.4
273,15,84088.2
80,20,4070.094
268,11,10914.61
217,12,74434.28
217,15,93626.54
256,13,74591.74
343,13,27704.19
187,11,23508.55
300,18,27557.74
206,14,38072.45
109,16,73093.41
236,17,105433.6
145,14,30897.18
23,20,146282.6
116,16,67254.42
161,16,67092.88
188,13,79904.37
8,14,97709.63
206,13,50810.43
67,18,68967.28
227,15,60875.72
54,14,79904.04
345,12,39117.52
54,15,54338.95
160,14,11078.04
252,19,130006
202,11,48186.17
94,11,41763.03
364,13,78205.48
94,13,60283.03
177,17,130042.9
207,13,19082.33
131,15,41583.73
158,13,23211.42
312,14,36976.2
256,18,93821.78
280,17,67329.38
280,15,79984.77
128,12,41368.16
348,15,74457.63
11,18,45374.32
221,12,53900.2
187,16,76942.75
258,14,69457.34
108,13,24251.86
76,15,66734.84
87,17,31300.03
209,10,43327.11
159,12,56608.88
160,12,46622.9
112,12,54968.32
220,17,73866.14
73,14,45345.21
148,16,43941.59
330,17,54273.52
149,16,68692.43
98,15,36410.13
5,16,44349.54
326,14,53915.57
188,13,84846.41
191,14,55711.89
182,11,53743.95
256,13,59743.67
32,17,29158.02
319,11,23509.12
285,16,0
248,16,81684.15
58,17,42931.86
277,16,22632.77
315,17,143049
130,12,40668.06
64,21,85380.67
236,17,73416.45
62,20,87111.38
3,16,36921.77
113,17,24134.76
278,18,143997.9
184,14,102118.1
304,14,89920.23
21,18,49887.2
150,13,60411
229,14,42161.05
157,15,42445.2
25,13,18879.75
114,15,95213.49
185,12,29906.15
288,13,13561.91
136,14,80183.47
33,17,98600.57
47,19,80008.41
173,15,67194.86
214,16,84163.85
293,13,34679.09
37,21,124778.9
81,15,22702.93
146,17,121927.7
88,11,32033.79
196,13,24110.42
354,19,65479.14
42,15,44929.11
94,14,59156.18
113,15,44793.26
94,10,39319.11
113,13,44195.84
15,11,37246.9
352,16,60012.26
314,17,82271.43
192,12,59821.35
317,14,73641.33
30,20,40163.39
113,19,71573.8
234,13,91953.59
356,14,23464.19
257,13,69365.48
46,13,59563.38
106,11,54941.64
174,11,36090.79
232,14,85573.08
173,13,72368.79
358,11,28575.43
177,16,53420.88
341,14,29095.1
112,13,52714.73
275,15,100015.3
98,19,93247.66
315,14,32501.11
174,17,76861.1
206,13,41187.03
336,18,29323.51
324,16,35143.67
221,18,0
149,14,68604.27
36,15,77718.96
222,18,117282.1
136,15,52903.48
241,14,84123.24
25,15,39554.02
319,17,82778.58
131,13,84465.98
206,13,58413.65
155,12,57198.34
293,14,72179.45
87,15,40391.23
118,15,64066.37
352,17,95053
201,13,54842.53
137,15,89499.6
208,18,28984.92
346,18,98807.23
349,16,82491.85
170,15,61338.9
283,14,103656.6
286,12,37486.2
142,13,39218.08
315,15,108697.7
286,14,78990.52
46,14,89947.34
98,14,39268.77
334,16,123409.1
350,15,26475.15
323,15,40242.47
266,15,56647.29
264,11,35343.53
107,15,37356.54
101,18,84889.7
222,14,90238.91
298,13,26125.72
351,14,27936.75
16,16,86835.93
355,14,22290.02
265,17,98674.63
287,14,83046.88
363,16,46037.37
246,16,69841.01
347,18,58361.4
146,17,139681.2
192,15,75915.32
352,17,45553.52
333,14,45944.23
316,16,127650.4
46,17,39380.04
3,17,105173.8
190,15,62013.75
258,14,16743.71
302,12,22780.91
309,16,107305.9
5,17,66394.84
222,11,44329.59
231,16,39537.26
282,11,39360.08
100,18,73256.07
82,11,23997.99
197,15,93630.8
294,15,52127.4
274,13,48949.39
164,17,78236.02
324,11,42138.97
319,10,30837.86
324,12,13223.13
305,16,24794.77
79,13,55996.27
47,15,30609.73
258,18,64577.84
134,15,56992.84
350,18,123662.2
74,19,35226.39
336,14,83278.16
352,12,29840.42
29,16,69786.73
96,15,92433.16
123,15,77862.46
325,13,63847.85
96,17,113151.4
96,19,0
153,18,150415.7
199,15,75239.53
236,14,25567.34
265,12,36752.32
141,12,61160.36
79,18,59996.35
284,14,47968.82
165,13,58182.07
